id,NPS,descripcion,p1,categoria,clasificacion,,,interesante
60478203,9,"muy buena aplicación, fácil de usar",101,Fácil de usar,Positiva,,,
60517803,10,excelente app fácil de usar práctica y segura,101,Fácil de usar,Positiva,,,
60527251,10,"una excelente aplicación, fácil de usar, muy recomendable",101,Fácil de usar,Positiva,,,
60602992,10,me parece excelente la app muy fácil de usar,101,Fácil de usar,Positiva,,,
60408042,10,esta muy adecuada para todo mundo facil de usar.y muy segura felicidades,101,Fácil de usar,Positiva,,,
60105774,10,es muy facil y seguro su uso,101,Fácil de usar,Positiva,,,
60150530,10,tiene lo necesario para ser usada de forma fácil y segura,101,Fácil de usar,Positiva,,,
60480897,10,"es fácil,segura y en casa",101,Fácil de usar,Positiva,,,
60522694,10,"estoy contenta con su app hasta el momento, es muy fácil de usar y segura .",101,Fácil de usar,Positiva,,,
60680922,10,muy fácil dw usar y segura. facilita mucho la vida,101,Fácil de usar,Positiva,,,
60789296,9,es fácil de ocupar y tiene buenas medidas de seguridad,101,Fácil de usar,Positiva,,,
60846967,10,fácil y seguro,101,Fácil de usar,Positiva,,,
60712305,10,"me encanta la aplicación porque puedes hacer todos tus movimientos sin necesidad ir al banco, es muy fácil de usar.",101,Fácil de usar,Positiva,,,
60329905,10,usar huella digital,101,Fácil de usar,Positiva,,,
60779315,10,como sugerencia podrian agregar también usar tu huella para acceder a la app,101,Fácil de usar,Neutral,,,
60120454,10,consultar las pantallas de las transferencias o pagos realizados,101,Fácil de usar,Neutral,,,
60312202,10,"la verdad estoy feliz con la app de bbva esta muy completa y es fácil de manejar. no se me ocurre, por el momento, un punto de mejora. felicidades!!",101,Fácil de usar,Positiva,,,
60097509,10,"una app exelente , muy fácil de usar",101,Fácil de usar,Positiva,,,
60103047,10,muy fácil de usar,101,Fácil de usar,Positiva,,,
60108353,9,muy amigable,101,Fácil de usar,Positiva,,,
60109496,10,muy fácil de usar,101,Fácil de usar,Positiva,,,
60110410,9,facilid al solicitar alguna información,101,Fácil de usar,Positiva,,,
60112552,10,está muy fácil de usar y muy eficiente en todos sus servicios,101,Fácil de usar,Positiva,,,
60128578,10,no quiero recibir llamadas,101,Fácil de usar,Negativa,,,
60146662,10,la mejor app de banco muy fácil de usar,101,Fácil de usar,Positiva,,,
60149998,10,"me encanta, sin trabas como santander y fácil de usar",101,Fácil de usar,Positiva,,,
60158543,10,si muy efectivo de usar,101,Fácil de usar,Positiva,,,
60161912,10,muy fácil de usar,101,Fácil de usar,Positiva,,,
60167275,10,"fácil uso, recomendado",101,Fácil de usar,Positiva,,,
60183753,10,excelente y facil,101,Fácil de usar,Positiva,,,
60191276,10,facil de usar,101,Fácil de usar,Positiva,,,
60195097,10,me parece una aplicacion excelente muy util y facil de manejar para personas q como yo no conocemos de mucha tecnologia,101,Fácil de usar,Positiva,,,
60203128,10,facilidad de uso,101,Fácil de usar,Positiva,,,
60222444,10,es una app muy completa y fácil de usar. estoy muy feliz con ella,101,Fácil de usar,Positiva,,,
60230713,10,me gusta mucho..creo k es muy fácil de usar.,101,Fácil de usar,Positiva,,,
60258859,10,"excelente aplicación, muy fácil y ayuda en mucho",101,Fácil de usar,Positiva,,,
60263276,10,es muy fácil de usar estaría bien un chat en tiempo real con un asesor.,101,Fácil de usar,Positiva,,,
60269369,10,facilidad para invertir facilmente desde la app,101,Fácil de usar,Positiva,,,
60293902,10,esta muy fácil de usar,101,Fácil de usar,Positiva,,,
60313490,10,"me gusta la aplicación, es fácil de acceder y hacer operaciones.",101,Fácil de usar,Positiva,,,
60318171,10,muy fácil de usar y de operar para pagos.,101,Fácil de usar,Positiva,,,
60321810,10,es completamente amigable y fácil de usar,101,Fácil de usar,Positiva,,,
60337737,10,"app fácil de usar, no cómo las de otras instituciones bancaria. me agrada.",101,Fácil de usar,Positiva,,,
60342963,10,muy fácil de usarla,101,Fácil de usar,Positiva,,,
60407390,10,es una aplicación muy completa y fácil de usar,101,Fácil de usar,Positiva,,,
60426646,10,muy fácil de usar,101,Fácil de usar,Positiva,,,
60427202,10,facilidad de uso,101,Fácil de usar,Positiva,,,
60441331,10,se necesitan facilidades para otras areas como solicitar la reposicion de una tarjeta robada o extraviada y otros procesos.,101,Fácil de usar,Neutral,,,
60480608,8,"en general es muy fácil su uso, excepto para my walett, nunca la pude instalar.",101,Fácil de usar,Positiva,,,
60485844,10,"excelente servicio, muy fácil de usar y práctico para el usuario",101,Fácil de usar,Positiva,,,
60486574,10,la app es muy facil de usar y me facilita mucho hacer mis pagos y transferencias. asi como consultar mis estados de cuenta. siempre la recomiendo. gracias por el excelente servicio,101,Fácil de usar,Positiva,,,
60494446,9,muy fácil de usar,101,Fácil de usar,Positiva,,,
60497751,10,mejor facilidad,101,Fácil de usar,Positiva,,,
60522138,10,todo es claro y fácil de usar,101,Fácil de usar,Positiva,,,
60527870,10,no cobra x nada,101,Fácil de usar,Positiva,,,
60554994,10,muy buena y facil de utilizar,101,Fácil de usar,Positiva,,,
60618959,10,no pidan foto de validacion  se batalla mucho,101,Fácil de usar,Negativa,,,
60620513,10,no me an puesto préstamos de nomina,101,Fácil de usar,Neutral,,,
60621213,10,no se me ocurre,101,Fácil de usar,Positiva,,,
60635625,7,"la app es fácil de utilizar, sin embargo llega a atorarse con frecuencia, y los movimientos no suelen reflejarse siempre a tiempo.",101,Fácil de usar,Negativa,,,
60644910,10,no facilidadtodo nbien,101,Fácil de usar,Positiva,,,
60701874,10,muy bien y fácil de usar,101,Fácil de usar,Positiva,,,
60727197,8,facilidad para realization consulta,101,Fácil de usar,Positiva,,,
60753563,10,"es una app amigable y de fácil uso, una de las mejores en el mercado, yo estoy encantada de poder usarla.",101,Fácil de usar,Positiva,,,
60774441,10,estoy fasinada con esta en app es muy amigable,101,Fácil de usar,Positiva,,,x
60784823,10,fácil e intuitiva de manejar.,101,Fácil de usar,Positiva,,,
60835853,10,no gracias,101,Fácil de usar,Positiva,,,x
60864605,10,fácil de usar,101,Fácil de usar,Positiva,,,
60909427,10,mucha facilidad,101,Fácil de usar,Positiva,,,
60159729,10,"muy útil, me encanta",102,Es útil,Positiva,,,
60346700,10,la aplicación me encanta es útil para lo que fue diseñada,102,Es útil,Positiva,,,
60229002,10,"es una aplicación muy práctica y de gran utilidad, mis felicitaciones al equipo bbva.",102,Es útil,Positiva,,,
60327389,10,la recomiendo muy practica y util,102,Es útil,Positiva,,,
60346663,10,es muy efectiva,102,Es útil,Positiva,,,
60520820,10,muy efectiva,102,Es útil,Positiva,,,
60715092,10,muy practica y util,102,Es útil,Positiva,,,
60754728,10,muy útil y eficaz,102,Es útil,Positiva,,,
60769053,10,muy práctica y muy útil.,102,Es útil,Positiva,,,
60262024,10,me ha funcionado muy bien,102,Es útil,Positiva,,,
60528592,10,des de mucha ayuda a la vida diaria ahorra mucho tienpo,102,Es útil,Positiva,,,
60555319,10,funciona bien,102,Es útil,Positiva,,,
60763093,10,funciona muy bien,102,Es útil,Positiva,,,
60368359,10,la aplicación es muy útil. felicidades.,102,Es útil,Positiva,,,
60233945,10,me es muy útil y muy funcional nen todos los aspectos,102,Es útil,Positiva,,,
60384713,10,es util,102,Es útil,Positiva,,,
60453031,10,muy util,102,Es útil,Positiva,,,
60462855,10,muy útil esta app la recomiendo totalmente,102,Es útil,Positiva,,,
60486193,10,excelente muy util,102,Es útil,Positiva,,,
60487074,10,muy útil,102,Es útil,Positiva,,,
60507717,10,muy util,102,Es útil,Positiva,,,
60555625,10,útil,102,Es útil,Positiva,,,
60576852,10,muy util y todo es muy flexsible,102,Es útil,Positiva,,,
60728366,10,muy útil buena y intuitiva,102,Es útil,Positiva,,,
60765160,10,muy util,102,Es útil,Positiva,,,
60813533,10,muy util,102,Es útil,Positiva,,,
60882907,10,chirriztun16@gmail.com super genial util sencillo,102,Es útil,Positiva,,,
60198234,10,"muy útil, intuitiva y eficaz!",102,Es útil,Positiva,,,
60259661,10,está  entendible y útil,102,Es útil,Positiva,,,
60484383,10,fácil de utilizar,102,Es útil,Positiva,,,
60789810,10,muy práctica y fácil,102,Es útil,Positiva,,,
60675813,10,super rápido y seguro,103,Me gusta,Positiva,,,
60459008,10,"super rápida, espero que no le hagan ninguna actualización dónde se ponga lenta.  transferencias rápidas y segura",103,Me gusta,Positiva,,,
60883732,10,"super rapido, realizar trasferencias.",103,Me gusta,Positiva,,,
60138571,10,super excelente,103,Me gusta,Positiva,,,
60094823,10,esta excelente,103,Me gusta,Positiva,,,
60095060,10,excelente,103,Me gusta,Positiva,,,
60112135,10,es perfecta,103,Me gusta,Positiva,,,
60112574,10,todo perfecto,103,Me gusta,Positiva,,,
60113741,10,excelente app,103,Me gusta,Positiva,,,
60122201,10,exelente,103,Me gusta,Positiva,,,
60122998,10,excelente,103,Me gusta,Positiva,,,
60124482,10,excelente,103,Me gusta,Positiva,,,
60129938,10,exelente,103,Me gusta,Positiva,,,
60133142,10,excelente,103,Me gusta,Positiva,,,
60135943,10,todo perfecto,103,Me gusta,Positiva,,,
60144559,10,exelente,103,Me gusta,Positiva,,,
60145559,10,"excelente app, mi banco favorito",103,Me gusta,Positiva,,,
60148511,10,es perfecta para mi,103,Me gusta,Positiva,,,
60149229,10,excelente app,103,Me gusta,Positiva,,,
60149623,10,exelente,103,Me gusta,Positiva,,,
60152933,10,excelente,103,Me gusta,Positiva,,,
60159695,9,excelente app,103,Me gusta,Positiva,,,
60159889,10,excelente,103,Me gusta,Positiva,,,
60160964,10,excelente,103,Me gusta,Positiva,,,
60161948,10,"excelente, facilita mucho el trabajo",103,Me gusta,Positiva,,,
60162726,9,excelente app,103,Me gusta,Positiva,,,
60165178,10,exelente,103,Me gusta,Positiva,,,
60166228,10,todo está perfecto!,103,Me gusta,Positiva,,,
60174718,10,excelente,103,Me gusta,Positiva,,,
60180435,10,todo excelente. muchas gracias.,103,Me gusta,Positiva,,,
60183563,10,excelente,103,Me gusta,Positiva,,,
60185417,10,excelente,103,Me gusta,Positiva,,,
60187960,10,excelente app,103,Me gusta,Positiva,,,
60188363,10,esta perfecta,103,Me gusta,Positiva,,,
60192200,10,exelente,103,Me gusta,Positiva,,,
60195385,10,excelente,103,Me gusta,Positiva,,,
60196057,10,excelente,103,Me gusta,Positiva,,,
60198600,10,excelente,103,Me gusta,Positiva,,,
60199736,10,perfecto,103,Me gusta,Positiva,,,
60205896,10,exelente,103,Me gusta,Positiva,,,
60206667,10,excelente app,103,Me gusta,Positiva,,,
60221361,10,excelente,103,Me gusta,Positiva,,,
60222827,10,es excelente,103,Me gusta,Positiva,,,
60223415,10,excelente,103,Me gusta,Positiva,,,
60228885,10,excelente,103,Me gusta,Positiva,,,
60231009,10,excelente,103,Me gusta,Positiva,,,
60232610,10,excelente,103,Me gusta,Positiva,,,
60235937,10,excelente,103,Me gusta,Positiva,,,
60237639,10,perfecto,103,Me gusta,Positiva,,,
60239014,10,excelente app,103,Me gusta,Positiva,,,
60256725,10,excelente,103,Me gusta,Positiva,,,
60262827,10,excelente,103,Me gusta,Positiva,,,
60263175,10,excelente,103,Me gusta,Positiva,,,
60267094,10,excelente,103,Me gusta,Positiva,,,
60279806,10,exelente,103,Me gusta,Positiva,,,
60289075,10,exelente,103,Me gusta,Positiva,,,
60293192,10,exelente,103,Me gusta,Positiva,,,
60298061,10,"ninguna, está perfecta así.",103,Me gusta,Positiva,,,
60298089,10,excelente app,103,Me gusta,Positiva,,,
60299699,10,súper buena,103,Me gusta,Positiva,,,
60299984,10,para mi todo esta perfecto,103,Me gusta,Positiva,,,
60307948,10,excelente,103,Me gusta,Positiva,,,
60314547,10,excelente app,103,Me gusta,Positiva,,,
60316869,10,exelente,103,Me gusta,Positiva,,,
60320196,10,es exelente,103,Me gusta,Positiva,,,
60323743,10,excelente,103,Me gusta,Positiva,,,
60327227,10,excelente app,103,Me gusta,Positiva,,,
60327616,10,good,103,Me gusta,Positiva,,,
60330340,10,excelente app,103,Me gusta,Positiva,,,
60330974,10,exelente,103,Me gusta,Positiva,,,
60331041,10,excelente app,103,Me gusta,Positiva,,,
60332811,10,excelente,103,Me gusta,Positiva,,,
60333107,10,excelente!!!,103,Me gusta,Positiva,,,
60336891,10,excelente!!!,103,Me gusta,Positiva,,,
60337244,10,excelente app,103,Me gusta,Positiva,,,
60337918,10,excelente!,103,Me gusta,Positiva,,,
60338233,10,excelente,103,Me gusta,Positiva,,,
60346908,10,todo excelente,103,Me gusta,Positiva,,,
60353238,10,excelente,103,Me gusta,Positiva,,,
60354333,10,excelente,103,Me gusta,Positiva,,,
60354914,10,excelente,103,Me gusta,Positiva,,,
60361606,10,perfecto,103,Me gusta,Positiva,,,
60363168,10,excelente todo,103,Me gusta,Positiva,,,
60364655,10,excelente app,103,Me gusta,Positiva,,,
60368488,10,todo excelente!!,103,Me gusta,Positiva,,,
60369538,10,excelente app,103,Me gusta,Positiva,,,
60370848,10,excelente,103,Me gusta,Positiva,,,
60377306,10,excelente app,103,Me gusta,Positiva,,,
60378014,10,excelente app,103,Me gusta,Positiva,,,
60391639,10,excelente,103,Me gusta,Positiva,,,
60395371,10,exelente,103,Me gusta,Positiva,,,
60395627,10,excelente,103,Me gusta,Positiva,,,
60395880,10,excelente,103,Me gusta,Positiva,,,
60403815,10,todo excelente,103,Me gusta,Positiva,,,
60408528,10,está perfecta,103,Me gusta,Positiva,,,
60410086,10,excelente app,103,Me gusta,Positiva,,,
60414037,10,exelente,103,Me gusta,Positiva,,,
60415647,10,excelente.,103,Me gusta,Positiva,,,
60421965,10,excelente,103,Me gusta,Positiva,,,
60423024,10,excelente!,103,Me gusta,Positiva,,,
60425111,10,excelente,103,Me gusta,Positiva,,,
60427215,10,excelente app,103,Me gusta,Positiva,,,
60434804,10,excelente,103,Me gusta,Positiva,,,
60436553,10,excelente,103,Me gusta,Positiva,,,
60439102,10,excelente app,103,Me gusta,Positiva,,,
60449947,10,excelente app,103,Me gusta,Positiva,,,
60457945,10,excelente app,103,Me gusta,Positiva,,,
60458634,10,excelente app,103,Me gusta,Positiva,,,
60462224,10,excelente,103,Me gusta,Positiva,,,
60472113,10,exelente,103,Me gusta,Positiva,,,
60485754,10,excelente,103,Me gusta,Positiva,,,
60486372,10,excelente,103,Me gusta,Positiva,,,
60492489,10,excelente,103,Me gusta,Positiva,,,
60493928,10,todo excelente,103,Me gusta,Positiva,,,
60494804,10,excelente,103,Me gusta,Positiva,,,
60494819,10,excelente,103,Me gusta,Positiva,,,
60501582,10,excelente,103,Me gusta,Positiva,,,
60506162,10,excelente,103,Me gusta,Positiva,,,
60506839,10,excelente,103,Me gusta,Positiva,,,
60512139,10,excelente app,103,Me gusta,Positiva,,,
60513332,10,excelente,103,Me gusta,Positiva,,,
60517688,10,todo excelente,103,Me gusta,Positiva,,,
60520176,10,excelente.,103,Me gusta,Positiva,,,
60522087,10,excelente,103,Me gusta,Positiva,,,
60522113,10,excelente!,103,Me gusta,Positiva,,,
60523007,10,excelente app,103,Me gusta,Positiva,,,
60530492,10,excelente todo,103,Me gusta,Positiva,,,
60533227,10,excelente,103,Me gusta,Positiva,,,
60533879,10,excelente,103,Me gusta,Positiva,,,
60534213,10,excelente,103,Me gusta,Positiva,,,
60535694,10,excelente,103,Me gusta,Positiva,,,
60535894,10,excelente app,103,Me gusta,Positiva,,,
60538745,10,excelente,103,Me gusta,Positiva,,,
60547392,10,exelente,103,Me gusta,Positiva,,,
60548479,10,excelente,103,Me gusta,Positiva,,,
60548489,10,excelente app,103,Me gusta,Positiva,,,
60552270,10,es excelente,103,Me gusta,Positiva,,,
60552283,10,excelente,103,Me gusta,Positiva,,,
60552808,10,excelente,103,Me gusta,Positiva,,,
60553592,10,excelente app,103,Me gusta,Positiva,,,
60554683,10,excelente,103,Me gusta,Positiva,,,
60555415,10,excelente,103,Me gusta,Positiva,,,
60556264,10,"excelente app, de verdad gran diseño, mi felicitación a todo el equipo de diseño y de programación",103,Me gusta,Positiva,,,
60557915,10,perfecto,103,Me gusta,Positiva,,,
60560313,10,exelente,103,Me gusta,Positiva,,,
60560919,10,perfecto!,103,Me gusta,Positiva,,,
60570212,10,excelente app,103,Me gusta,Positiva,,,
60571630,10,excelente,103,Me gusta,Positiva,,,
60573502,10,excelente,103,Me gusta,Positiva,,,
60573650,10,excelente,103,Me gusta,Positiva,,,
60585521,10,excelente,103,Me gusta,Positiva,,,
60585904,10,excelente app,103,Me gusta,Positiva,,,
60587215,10,todo excelente,103,Me gusta,Positiva,,,
60592252,10,excelente,103,Me gusta,Positiva,,,
60611319,10,exelente,103,Me gusta,Positiva,,,
60614007,10,excelente,103,Me gusta,Positiva,,,
60614269,10,es excelente la app,103,Me gusta,Positiva,,,
60614733,10,excelente,103,Me gusta,Positiva,,,
60619924,10,excelente app,103,Me gusta,Positiva,,,
60629112,10,excelente !....seguir igual,103,Me gusta,Positiva,,,
60629726,10,excelente,103,Me gusta,Positiva,,,
60638223,10,excelente,103,Me gusta,Positiva,,,
60640855,10,excelente,103,Me gusta,Positiva,,,
60641808,10,excelente app,103,Me gusta,Positiva,,,
60644369,10,excelente,103,Me gusta,Positiva,,,
60645855,10,excelente app,103,Me gusta,Positiva,,,
60659876,10,todo excelente.. gracias,103,Me gusta,Positiva,,,
60662260,10,excelente,103,Me gusta,Positiva,,,
60673445,10,exelente !!,103,Me gusta,Positiva,,,
60676406,10,excelencia,103,Me gusta,Positiva,,,
60676653,10,todo excelente,103,Me gusta,Positiva,,,
60679965,10,exelente,103,Me gusta,Positiva,,,
60680267,10,excelente,103,Me gusta,Positiva,,,
60682118,10,excelente,103,Me gusta,Positiva,,,
60682153,10,excelente app,103,Me gusta,Positiva,,,
60682883,10,exelente,103,Me gusta,Positiva,,,
60688391,10,todo es perfecto,103,Me gusta,Positiva,,,
60690070,10,excelente,103,Me gusta,Positiva,,,
60695636,10,muy buena y super efectiva,103,Me gusta,Positiva,,,
60696530,10,excelente,103,Me gusta,Positiva,,,
60700318,10,excelente,103,Me gusta,Positiva,,,
60700570,10,excelente,103,Me gusta,Positiva,,,
60705030,9,excelente app,103,Me gusta,Positiva,,,
60706296,10,excelente app,103,Me gusta,Positiva,,,
60709506,10,exelente,103,Me gusta,Positiva,,,
60711595,10,excelente,103,Me gusta,Positiva,,,
60712457,10,excelente,103,Me gusta,Positiva,,,
60717106,10,está  perfecto,103,Me gusta,Positiva,,,
60720062,10,excelente,103,Me gusta,Positiva,,,
60723001,10,todo excelente,103,Me gusta,Positiva,,,
60725154,10,excelente todo,103,Me gusta,Positiva,,,
60727484,10,exelente,103,Me gusta,Positiva,,,
60728746,10,todo perfecto,103,Me gusta,Positiva,,,
60746220,10,excelente app,103,Me gusta,Positiva,,,
60747208,10,excelente,103,Me gusta,Positiva,,,
60755226,10,excelente app,103,Me gusta,Positiva,,,
60757982,10,exelente,103,Me gusta,Positiva,,,
60759824,10,excelente,103,Me gusta,Positiva,,,
60764665,10,todo exelente,103,Me gusta,Positiva,,,
60784829,10,excelente,103,Me gusta,Positiva,,,
60788458,10,excelente,103,Me gusta,Positiva,,,
60792612,10,excelente,103,Me gusta,Positiva,,,
60794429,10,excelente,103,Me gusta,Positiva,,,
60822493,10,excelente,103,Me gusta,Positiva,,,
60823032,10,excelente,103,Me gusta,Positiva,,,
60825110,10,excelente app,103,Me gusta,Positiva,,,
60829454,10,exelente,103,Me gusta,Positiva,,,
60835476,10,todo perfecto,103,Me gusta,Positiva,,,
60835612,10,exelente,103,Me gusta,Positiva,,,
60848122,10,excelente,103,Me gusta,Positiva,,,
60851174,10,exelente,103,Me gusta,Positiva,,,
60859015,10,excelente app,103,Me gusta,Positiva,,,
60860827,10,excelente,103,Me gusta,Positiva,,,
60865986,10,me gusta mucho la app es muy práctica,103,Me gusta,Positiva,,,
60867473,10,excelente,103,Me gusta,Positiva,,,
60868934,10,excelente,103,Me gusta,Positiva,,,
60885357,10,todo esta perfecto,103,Me gusta,Positiva,,,
60891315,10,excelente,103,Me gusta,Positiva,,,
60897787,10,excelente,103,Me gusta,Positiva,,,
60901104,9,excelente app,103,Me gusta,Positiva,,,
60906022,10,excelent,103,Me gusta,Positiva,,,
60908849,10,es súper practico y efectivo,103,Me gusta,Positiva,,,
60909784,10,excelente,103,Me gusta,Positiva,,,
60910172,10,excelente,103,Me gusta,Positiva,,,
60910402,10,exelente,103,Me gusta,Positiva,,,
60092337,9,no me dejó tramitar una tarjeta que ofrecían,103,Me gusta,Positiva,,,
60105165,10,"me ha servido mucho, no tengo ningún inconveniente gracias",103,Me gusta,Positiva,,,
60108054,10,avisar inmediato cuando alguien hace algún movimiento,103,Me gusta,Positiva,,,
60128295,9,en ocasiones no permite el ingreso,103,Me gusta,Positiva,,,
60128318,10,claro que si. hasta ahora no he tenido ningún inconveniente.,103,Me gusta,Positiva,,,
60131079,7,soy cliente telcel y no se si sea solo yo pero no se pueden hacer algunas acciones en la aplicación con los datos.,103,Me gusta,Negativa,,,
60131970,10,.,103,Me gusta,Neutral,,,
60201083,10,mantengan siempre la magnífica seguridad en nuestra app. felicidades,103,Me gusta,Positiva,,,
60114441,10,"me encanta,este servicio",103,Me gusta,Positiva,,,
60327388,10,excelente servicio me encanta,103,Me gusta,Positiva,,,
60513844,10,tienen un excelente servicio y me encanta la aplicacion,103,Me gusta,Positiva,,,
60666486,10,"me encanta, excelente servicio",103,Me gusta,Positiva,,,
60871609,10,"excelente plataforma digital, me encanta",103,Me gusta,Positiva,,,
60757657,9,"en general me encanta su aplicación, solo algunas veces se traba, y aunque inicie sesión de nuevo se traba de nuevo.",103,Me gusta,Positiva,,,
60317093,10,"me encanta la app! y lo de las tarjetas para compras digitales, está genial. felicidades.",103,Me gusta,Positiva,,,
60571711,10,gracias me encanta la app,103,Me gusta,Positiva,,,
60125027,10,me encanta,103,Me gusta,Positiva,,,
60146313,10,me encanta,103,Me gusta,Positiva,,,
60226934,10,excelente app y banco,103,Me gusta,Positiva,,,
60237814,10,me encanta,103,Me gusta,Positiva,,,
60257565,10,me gusta tal cual esta,103,Me gusta,Positiva,,,
60258249,10,nice,103,Me gusta,Positiva,,,
60279234,10,me gusta la app,103,Me gusta,Positiva,,,
60289813,10,me gusta mucho la app,103,Me gusta,Positiva,,,
60295959,10,me gusta su app,103,Me gusta,Positiva,,,
60298121,10,super app,103,Me gusta,Positiva,,,
60299731,10,es una ap super completa.,103,Me gusta,Positiva,,,
60299988,10,tdbn,103,Me gusta,Positiva,,,
60316008,10,me gustó,103,Me gusta,Positiva,,,
60344252,10,me encanta!!!,103,Me gusta,Positiva,,,
60344577,10,"excelente app de banca movil, la mejor hasta ahora.",103,Me gusta,Positiva,,,
60346302,10,súper app,103,Me gusta,Positiva,,,
60346951,10,"todo muy bien manejado en la aplicación, me encanta",103,Me gusta,Positiva,,,
60354170,10,super bien,103,Me gusta,Positiva,,,
60354321,10,super,103,Me gusta,Positiva,,,
60371697,10,el app a sido increíble. super facil hacer cualquier movimiento. encantando con el. gracias!,103,Me gusta,Positiva,,,
60374548,10,es dificil acceder a la seccion oportunidades y en la app wallet las funciones estan super reducidas a comparacion de antes,103,Me gusta,Negativa,,,
60416055,10,bn,103,Me gusta,Positiva,,,x
60429178,9,me encanta.,103,Me gusta,Positiva,,,
60435116,10,me encanta mi app,103,Me gusta,Positiva,,,
60457499,10,excelentente app,103,Me gusta,Positiva,,,
60472013,10,super,103,Me gusta,Positiva,,,
60494088,10,me gusta mucho,103,Me gusta,Positiva,,,
60494482,10,me gusta,103,Me gusta,Positiva,,,
60506774,10,me encanta la aplicación! siento que a veces se traba,103,Me gusta,Positiva,,,
60513942,10,estoy muy satisfecha con la app,103,Me gusta,Positiva,,,
60514237,10,me encanta,103,Me gusta,Positiva,,,
60516079,10,ha sido súper práctico usar la app. no tengo sugerencias por ahora.,103,Me gusta,Positiva,,,
60528100,8,super,103,Me gusta,Positiva,,,
60528799,10,super bien,103,Me gusta,Positiva,,,
60541175,10,depositos en fin de semana a otros bancos! sería super útil,103,Me gusta,Neutral,,,
60551052,10,al contrario me gusta,103,Me gusta,Positiva,,,X|
60554300,10,me encanta la aplicación,103,Me gusta,Positiva,,,
60601731,10,super b,103,Me gusta,Positiva,,,
60613769,10,me encanta su app,103,Me gusta,Positiva,,,
60614449,10,"eneroline@hotmail.com me encanta esta app, creo que no se necesita mejora ninguna",103,Me gusta,Positiva,,,
60632220,10,chingon mi chingon,103,Me gusta,Positiva,,,
60634072,10,super genial los amo perros,103,Me gusta,Positiva,,,
60635628,10,me encanta la app,103,Me gusta,Positiva,,,
60638829,10,me encanta,103,Me gusta,Positiva,,,
60645579,10,"sinceramente es la mejor app bancaria, me encanta muchas gracias",103,Me gusta,Positiva,,,
60677953,10,una excelente app que me ha facilitado muchas cosas y disminuido las idas al banco,103,Me gusta,Positiva,,,
60679557,10,me encanta bancomer :),103,Me gusta,Positiva,,,
60699076,10,de lujo,103,Me gusta,Positiva,,,
60701676,10,me encanta la app pero en mi cel se traba mucho,103,Me gusta,Positiva,,,
60712626,9,me gusta mucho,103,Me gusta,Positiva,,,
60720963,10,exelente aplicación. me encanta .,103,Me gusta,Positiva,,,
60727656,10,me encanta la app,103,Me gusta,Positiva,,,
60730762,10,me encanta,103,Me gusta,Positiva,,,
60731648,8,todo bien me encanta,103,Me gusta,Positiva,,,
60757375,10,consultar autorización antes de cualquier pago superior a 1000,103,Me gusta,Neutral,,,
